species	genus	family	order	class	phylum	domain	clade_name
GGB4711_SGB6524	GGB4711	FGB31455	OFGB31455	CFGB31455	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4711|s__GGB4711_SGB6524
GGB3321_SGB4395	GGB3321	FGB1359	OFGB1359	CFGB1359	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3321|s__GGB3321_SGB4395
GGB9696_SGB15212	GGB9696	FGB45555	OFGB45555	CFGB45555	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB45555|o__OFGB45555|f__FGB45555|g__GGB9696|s__GGB9696_SGB15212
GGB3124_SGB4136	GGB3124	FGB1303	OFGB1303	CFGB1303	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1303|o__OFGB1303|f__FGB1303|g__GGB3124|s__GGB3124_SGB4136
GGB4584_SGB6338	GGB4584	FGB1765	OFGB1765	CFGB1765	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4584|s__GGB4584_SGB6338
GGB9258_SGB14205	GGB9258	FGB10021	OFGB10021	CFGB10021	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021|f__FGB10021|g__GGB9258|s__GGB9258_SGB14205
GGB45620_SGB63333	GGB45620	FGB24517	OFGB24517	CFGB24517	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620|s__GGB45620_SGB63333
Candidatus_Heteroscilispira_lomanii	Candidatus_Heteroscilispira	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heteroscilispira|s__Candidatus_Heteroscilispira_lomanii
Candidatus_Pseudolachnospira_avium	Candidatus_Pseudolachnospira	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudolachnospira|s__Candidatus_Pseudolachnospira_avium
GGB3142_SGB4155	GGB3142	FGB1311	OFGB1311	CFGB1311	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3142|s__GGB3142_SGB4155
Candidatus_Pseudoscilispira_falkowii	Candidatus_Pseudoscilispira	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoscilispira|s__Candidatus_Pseudoscilispira_falkowii
Bacteroides_rodentium	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_rodentium
Alistipes_SGB2302	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_SGB2302
Clostridiales_bacterium_Marseille_P2846	Eubacteriales_unclassified	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_Marseille_P2846
Candidatus_Schneewindia_gallinarum	Candidatus_Schneewindia	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Schneewindia|s__Candidatus_Schneewindia_gallinarum
GGB4605_SGB6376	GGB4605	FGB1765	OFGB1765	CFGB1765	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4605|s__GGB4605_SGB6376
Oscillibacter_sp_PC13	Oscillibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13
GGB3532_SGB4720	GGB3532	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3532|s__GGB3532_SGB4720
GGB9580_SGB14998	GGB9580	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9580|s__GGB9580_SGB14998
Schaalia_turicensis	Schaalia	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_turicensis
Parvimonas_micra	Parvimonas	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra
GGB74403_SGB53807	GGB74403	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74403|s__GGB74403_SGB53807
GGB9708_SGB15235	GGB9708	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15235
Eisenbergiella_sp_OF01_20	Eisenbergiella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp_OF01_20
GGB75036_SGB102224	GGB75036	FGB1227	OFGB1227	CFGB1227	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036|s__GGB75036_SGB102224
Clostridiales_bacterium_VE202_01	Eubacteriales_unclassified	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_VE202_01
Clostridium_sp_C5_48	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_C5_48
GGB2722_SGB3663	GGB2722	Lawsonellaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Lawsonellaceae|g__GGB2722|s__GGB2722_SGB3663
Prevotella_hominis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_hominis
Prevotella_stercorea	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea
GGB4769_SGB6602	GGB4769	FGB1798	OFGB1798	CFGB1798	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769|s__GGB4769_SGB6602
Holdemanella_biformis	Holdemanella	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis
Desulfovibrio_piger	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger
Eubacteriaceae_bacterium_Marseille_Q4139	Eubacteriaceae_unclassified	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_Marseille_Q4139
GGB9065_SGB13984	GGB9065	FGB2834	OFGB2834	CFGB2834	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB9065|s__GGB9065_SGB13984
GGB9634_SGB15093	GGB9634	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15093
Oscillibacter_sp_NSJ_62	Oscillibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_NSJ_62
Massiliimalia_massiliensis	Massiliimalia	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_massiliensis
Christensenella_hongkongensis	Christensenella	Christensenellaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_hongkongensis
Enterococcus_avium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium
Kluyvera_sichuanensis	Kluyvera	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_sichuanensis
Varibaculum_SGB15480	Varibaculum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_SGB15480
Alloscardovia_omnicolens	Alloscardovia	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens
GGB4727_SGB6548	GGB4727	FGB9119	OFGB9119	CFGB9119	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB4727|s__GGB4727_SGB6548
GGB4659_SGB6447	GGB4659	FGB10318	OFGB10318	CFGB10318	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4659|s__GGB4659_SGB6447
GGB3593_SGB4817	GGB3593	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3593|s__GGB3593_SGB4817
GGB3247_SGB4294	GGB3247	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3247|s__GGB3247_SGB4294
Actinomyces_SGB17154	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17154
GGB51269_SGB5061	GGB51269	FGB1474	OFGB1474	CFGB1474	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1474|o__OFGB1474|f__FGB1474|g__GGB51269|s__GGB51269_SGB5061
GGB3627_SGB4906	GGB3627	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3627|s__GGB3627_SGB4906
GGB9593_SGB15015	GGB9593	FGB3035	OFGB3035	CFGB3035	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9593|s__GGB9593_SGB15015
GGB33665_SGB47358	GGB33665	FGB1776	OFGB1776	CFGB1776	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB33665|s__GGB33665_SGB47358
GGB4723_SGB6540	GGB4723	FGB1780	OFGB1780	CFGB1780	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1780|o__OFGB1780|f__FGB1780|g__GGB4723|s__GGB4723_SGB6540
Weissella_confusa	Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_confusa
Peptoniphilus_pacaensis	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_pacaensis
GGB28645_SGB41268	GGB28645	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28645|s__GGB28645_SGB41268
Desulfovibrio_porci	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_porci
Victivallis_vadensis	Victivallis	Victivallaceae	Victivallales	Lentisphaeria	Lentisphaerae	Bacteria	k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis
Micrococcus_flavus	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_flavus
Sutterella_sp_AM11_39	Sutterella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_sp_AM11_39
Bacteroidales_bacterium	Bacteroidales_unclassified	Bacteroidales_unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium
GGB9524_SGB14923	GGB9524	FGB74461	OFGB74461	CFGB74461	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB74461|o__OFGB74461|f__FGB74461|g__GGB9524|s__GGB9524_SGB14923
GGB3033_SGB4028	GGB3033	FGB1249	OFGB1249	CFGB1249	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3033|s__GGB3033_SGB4028
GGB9536_SGB14939	GGB9536	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9536|s__GGB9536_SGB14939
GGB3003_SGB3994	GGB3003	FGB1227	OFGB1227	CFGB1227	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3003|s__GGB3003_SGB3994
Eubacteriales_unclassified_SGB71281	Eubacteriales_unclassified	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB71281
GGB10692_SGB17347	GGB10692	FGB3172	OFGB3172	CFGB3172	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB3172|o__OFGB3172|f__FGB3172|g__GGB10692|s__GGB10692_SGB17347
Candidatus_Pseudoruminococcus_merdavium	Candidatus_Pseudoruminococcus	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoruminococcus|s__Candidatus_Pseudoruminococcus_merdavium
GGB32024_SGB48242	GGB32024	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB32024|s__GGB32024_SGB48242
GGB3654_SGB4965	GGB3654	FGB4529	OFGB4529	CFGB4529	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB4529|o__OFGB4529|f__FGB4529|g__GGB3654|s__GGB3654_SGB4965
GGB3516_SGB4695	GGB3516	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3516|s__GGB3516_SGB4695
GGB4897_SGB106351	GGB4897	Turicibacteraceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__GGB4897|s__GGB4897_SGB106351
Candidatus_Alloscillospira_gallinarum	Candidatus_Alloscillospira	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alloscillospira|s__Candidatus_Alloscillospira_gallinarum
Blautia_SGB47660	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB47660
GGB3626_SGB4905	GGB3626	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3626|s__GGB3626_SGB4905
GGB3524_SGB4704	GGB3524	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3524|s__GGB3524_SGB4704
Veillonella_seminalis	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_seminalis
Eubacterium_callanderi	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi
GGB74827_SGB4137	GGB74827	FGB1304	OFGB1304	CFGB1304	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1304|o__OFGB1304|f__FGB1304|g__GGB74827|s__GGB74827_SGB4137
Enterobacter_kobei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_kobei
Clostridiales_bacterium_BX7	Eubacteriales_unclassified	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_BX7
Porphyromonas_pasteri	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_pasteri
Prevotella_salivae	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae
GGB1144_SGB1468	GGB1144	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1144|s__GGB1144_SGB1468
Ligilactobacillus_salivarius	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_salivarius
Actinomyces_sp_ph3	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ph3
Clostridium_massiliamazoniense	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_massiliamazoniense
Bifidobacterium_catenulatum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum
GGB48165_SGB66168	GGB48165	FGB45503	OFGB45503	CFGB45503	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB48165|s__GGB48165_SGB66168
Candidatus_Neochristensenella_gallicola	Candidatus_Neochristensenella	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Neochristensenella|s__Candidatus_Neochristensenella_gallicola
Bacteroides_clarus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus
Bacteroides_sp_AM10_21B	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_AM10_21B
GGB1455_SGB2018	GGB1455	FGB618	OFGB618	CFGB618	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__CFGB618|o__OFGB618|f__FGB618|g__GGB1455|s__GGB1455_SGB2018
Pseudomonas_guguanensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_guguanensis
Aggregatibacter_kilianii	Aggregatibacter	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_kilianii
GGB32451_SGB47419	GGB32451	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB32451|s__GGB32451_SGB47419
Lachnoclostridium_sp_An14	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An14
Candidatus_Avispirillum_faecium	Candidatus_Avispirillum	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avispirillum|s__Candidatus_Avispirillum_faecium
GGB79432_SGB105802	GGB79432	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB79432|s__GGB79432_SGB105802
GGB4588_SGB6347	GGB4588	FGB1765	OFGB1765	CFGB1765	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4588|s__GGB4588_SGB6347
Lacticaseibacillus_paracasei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei
GGB4707_SGB6517	GGB4707	FGB31455	OFGB31455	CFGB31455	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4707|s__GGB4707_SGB6517
Streptococcus_australis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis
Anaerococcus_lactolyticus	Anaerococcus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_lactolyticus
